text,label,topic,label_name
Le compré una pelota que chilla al salchicha y lleva dos horas jugando sin parar en el pasillo,0,pets,label0
El pedido para llevar tardó más de lo esperado.,1,restaurants,label1
Cada vez que entro al chat del juego termino de peor humor y eso ya es casi diario.,2,gaming,label2
me anote en la olimpiada de matematica,0,school,label0
"La tela de la remera que compré por internet es re fina y transparente, nada que ver a la foto del catálogo",1,shopping,label1
Espero que la presentación salga bien mañana.,1,school,label1
"El trayecto diario ya me está consumiendo, llego sin energía para hacer cualquier otra cosa.",2,transportation,label2
"La competencia en este colegio privado me volvió loco, no soy perfecto y prefiero dejar de existir a seguir fallando",3,school,label3
Me cuesta mantener la atención durante toda una función y eso nunca me había pasado.,2,movies,label2
Estoy algo frustrado porque no logro subir de división.,1,gaming,label1
El tren de cercanías viene con diez minutos de demora por problemas técnicos en las vías,0,transportation,label0
Quién se copa para armar grupo de estudio en la biblioteca del piso tres después del mediodía?,0,university,label0
Los problemas familiares no me dejan concentrarme en el trabajo desde hace semanas.,2,family,label2
Últimamente empiezo cualquier proyecto creativo y lo abandono rápido.,2,hobbies,label2
"Me quedé con un sabor re amargo con el final de temporada, arruinaron la evolución de mi personaje favorito",1,movies,label1
"Me siento un completo inútil, ayer se me quemó el arroz por quedarme tildado mirando la pared envuelto en esta tristeza que no se va",2,cooking,label2
Salió un remix electrónico de ese clásico de los ochenta que quedó re bailable,0,music,label0
encontre una edicion vieja de mi libro favorito,0,books,label0
"Llevo semanas aguantando los malos tratos de mi mamá porque no tengo adónde ir, me está destruyendo la autoestima día a día",2,family,label2
Estoy tan agotado con este código que ya no quiero vivir así.,3,programming,label3
El pelotón de ciclistas salió puntual a las siete de la mañana rumbo a la autopista,0,sports,label0
"compre tres libros hoy, no me pude resistir",0,books,label0
"mi compañero renuncio, vamos a extrañarlo en el equipo",0,work,label0
Me da cosa consultar tantas dudas sobre el puesto nuevo pero no quiero meter la pata,1,work,label1
"Escuché una canción que hablaba de rendirse y sentí que era mía, ya no quiero seguir.",3,music,label3
El trabajo en equipo está difícil porque nadie responde en el grupo.,1,school,label1
toda la familia se junto para el asado del domingo,0,family,label0
Desde hace semanas pongo una película y a los veinte minutos ya estoy completamente desconectado.,2,movies,label2
"Renuncié al grupo de senderismo, mi cuerpo no da más de la tristeza y hoy voy a apagar mi luz.",3,hobbies,label3
Ya no disfruto programar como antes porque siempre estoy bajo presión y agotado.,2,work,label2
"Hicieron un video burlándose de cómo juego y se hizo viral en TikTok, no soporto la vergüenza, me despido de todos",3,gaming,label3
Me da pánico abrir los canales de soporte de la empresa porque sé que hay bugs míos y me siento completamente acorralado,2,programming,label2
"Cocinar para otros mientras yo paso hambre y deudas me destrozó, hoy apago el horno y apago mi vida.",3,restaurants,label3
"La música ya no me sirve como escape, paso horas con Spotify abierto scrolleando sin darle play a nada de la fatiga mental que manejo",2,music,label2
"Ayer me quedé en blanco en la mitad de la exposición frente a toda la clase, la ansiedad me cortó la voz y no dejo de mortificarme",2,university,label2
"terminando la presentacion para mañana, ya casi",0,work,label0
Se largó a caer granizo de golpe y me desesperé buscando cartones para taparle el techo al auto,1,weather,label1
Pedí una campera de abrigo para el viaje de este viernes y el seguimiento dice que llega recién el martes que viene 😩,1,shopping,label1
Espero que mañana todo salga más tranquilo con el itinerario.,1,travel,label1
Tengo que trabajar doble turno para pagar el tratamiento de mi papá y siento que el cuerpo me va a fallar en cualquier momento,2,family,label2
"Mi familia me usó y luego me tiró, ya no veo ninguna salida.",3,family,label3
"Estoy harto de la toxicidad del competitivo y de mi propia depresión, ojalá me duerma esta noche y no me despierte más",3,gaming,label3
"Salgo del turno con la cabeza hecha un lío, pero mañana sigo.",1,work,label1
"Ando re fastidioso con esta ola de calor, no tengo energía ni para levantarme del sillón a cocinar",1,weather,label1
"Qué bronca me da que los del grupo no manden su parte de la diapositiva, siempre termino emparchando todo solo",1,university,label1
Quién se encarga de pedir las empanadas para el almuerzo del equipo? Yo pongo para la gaseosa,0,work,label0
Siento que vivo preocupado por el trabajo desde hace meses y eso ya afecta mi descanso.,2,work,label2
"escuchando el disco completo de principio a fin, algo que ya no hago tanto",0,music,label0
Llevo meses tratando de mantener la paz en mi casa y ya me siento completamente agotado.,2,family,label2
"Llevo tres meses viviendo de hotel en hotel por trabajo y ya no sé ni en qué ciudad me despierto, siento un vacío enorme",2,travel,label2
Llevo semanas intentando organizar tantas plataformas que ya no puedo concentrarme bien.,2,technology,label2
"El desgaste de viajar tres horas a la facultad todos los días me sacó las ganas de vivir, estoy listo para terminar todo",3,university,label3
Qué bronca perder tres horas farmeando materiales raros en el server survival para que caiga un clan y me raidee,1,gaming,label1
Llevo semanas ignorando el chat del grupo porque no tengo ánimo para participar.,2,friends,label2
"Puse un marcapáginas en la mitad del capítulo, no voy a terminarlo porque hoy decido apagar mi luz",3,books,label3
Me cuesta muchísimo concentrarme cuando intento leer para la universidad.,2,books,label2
"Subieron el precio de la cafetera casi diez lucas de un día para el otro, me quiero matar por no comprarla antes",1,shopping,label1
"Quedamos para merendar el martes que viene entonces, ya me lo agendé en el calendario!",0,friends,label0
Ya quiero que termine este semestre 😅,1,university,label1
"Cada vez que me toca doblar turno siento que me hundo en un pozo sin salida, la fatiga crónica me quitó todas las ganas de salir adelante",2,restaurants,label2
Dejé todos mis proyectos de carpintería a la mitad porque siento que ya no tiene sentido seguir.,3,hobbies,label3
"El rechazo de mi guion me hizo tocar fondo, mi sueño murió y yo quiero irme con él.",3,movies,label3
Llevo tanto tiempo sintiéndome agotado que ni una buena historia logra engancharme.,2,movies,label2
"El ciberacoso cruzó el límite y amenazan a mi familia, voy a desaparecer para protegerlos",3,technology,label3
"Tengo miedo de no pasar el período de prueba en este laburo, me autoexijo demasiado",1,work,label1
"La lectura ya no me salva, solo quiero que este capítulo termine para siempre.",3,books,label3
"No alcancé ni a almorzar tranquilo, tuve que comerme un sánguche rápido entre llamada y llamada",1,work,label1
"Che miren este reel de recetas, el próximo sábado cocinamos hamburguesas caseras en mi patio",0,friends,label0
"Mis canciones hablaban de esperanza y ahora no me las creo, ya no quiero estar.",3,music,label3
La sala del cine estaba llena y había mucho ruido.,1,movies,label1
Llevo semanas con el estómago cerrado por la ansiedad de los despliegues de software fallidos que no me dejan respirar en paz,2,technology,label2
Esta semana ha estado pesada con tantos entrenamientos seguidos.,1,sports,label1
leyendo el libro de la pelicula antes de verla,0,books,label0
El restaurante acepta pagos con tarjeta y efectivo.,0,restaurants,label0
me olvide el cargador de la notebook en casa,0,work,label0
"Cada vez que cancelo un plan con mis amigos me siento peor, pero sigo sin poder asistir.",2,friends,label2
Qué pesada estuvo la sesión de gimnasio 😅,1,sports,label1
Miro el mapa antes de salir y ver las líneas rojas de congestión me genera un nudo en el estómago que me quita el apetito por completo,2,transportation,label2
"Mi familia me dio dinero para la despensa y lo gasté en compras por internet, soy una basura que no merece seguir respirando",3,shopping,label3
Desde hace meses llego a casa sin ganas de hablar con nadie después del restaurante.,2,restaurants,label2
Hoy la sesión de fotografía no salió como esperaba.,1,hobbies,label1
"Qué desgaste pasar cuatro días seguidos durmiendo en camas incómodas de hoteles diferentes, extraño mi almohada",1,travel,label1
La inundación se llevó a mi familia y ahora solo quiero irme con ellos.,3,weather,label3
"Quiero conocer más gente, pero me da un poquito de pena al principio.",1,friends,label1
Se me secó la masa para modelar antes de poder terminar los detalles de la escultura miniatura,1,hobbies,label1
el pronostico anuncia lluvias para el fin de semana,0,weather,label0
"Hace dos meses que no duermo bien pensando en que voy a perder la beca, vivo con taquicardia constante",2,school,label2
El teclado dejó de responder por un momento.,1,music,label1
"El modelismo me apasionaba y ahora siento que soy una carga, mejor desaparezco.",3,hobbies,label3
Cada película que empiezo termina siendo otra que abandono sin terminar.,2,movies,label2
"La indiferencia de mis amigos duele más que mil insultos, ya no tengo fuerzas para seguir intentando conectar.",3,friends,label3
"El vuelo de regreso fue agotador, entre las escalas y las demoras tardamos casi treinta horas en llegar a casa",1,travel,label1
Le armamos un circuito de tubos de plástico al hamster para que recorra la jaula,0,pets,label0
"Programar era mi sueño, ahora siento que mi vida ya no tiene sentido.",3,programming,label3
"El desgaste emocional de lidiar con las quejas de los comensales me dejó sin empatía, estoy seco por dentro y muy deprimido",2,restaurants,label2
"Paso días enteros encerrado en mi pieza iluminado solo por la luz azul del monitor, sintiéndome una sombra vacía sin rumbo",2,technology,label2
"La traición de mi mejor amigo me dejó secuelas re heavys, no puedo confiar en nadie nuevo y vivo a la defensiva, re paranoico",2,friends,label2
La propina quedó incluida en la cuenta.,0,restaurants,label0
"Intenté escribir una nota de despedida bonita pero ni para eso sirvo, soy un fracaso total",3,books,label3
"La irregularidad de los colectivos me tiene con taquicardia constante, vivo con el terror permanente de que me echen del trabajo por llegar tarde",2,transportation,label2
Hoy me tocó atender varias mesas durante mi turno.,0,restaurants,label0
No me compila el módulo en C++ porque falta enlazar la biblioteca compartida en el CMakeLists,0,programming,label0
reservamos terraza para cenar al aire libre,0,restaurants,label0
"Mis amigos del gremio gastronómico me dieron la espalda, la soledad en esta profesión me está matando.",3,restaurants,label3
Me cuesta avanzar en la tesis con tantas otras materias.,1,university,label1
"Sin mi gato el departamento es una tumba, así que hoy me voy a asegurar de que yo también esté bajo tierra",3,pets,label3
"Me da bronca que cancelen el viaje de Uber cuando el chofer estaba a una cuadra de levantarme, qué falta de respeto",1,transportation,label1
vamos a la casa de fede a ver la serie nueva,0,friends,label0
Me comí tremendo spoiler del final de la serie en Twitter y ahora se me fueron todas las ganas de verla,1,movies,label1
Ni siquiera la fotografía consigue despejarme últimamente.,2,hobbies,label2
Cada vez que llega un torneo empiezo a dormir peor desde varios días antes.,2,sports,label2
Ser estudiante foráneo está siendo mucho más difícil de lo que imaginaba.,2,university,label2
"No encuentro fuerzas después de perder a mi perro, solo quiero desaparecer.",3,pets,label3
La cabaña que reservamos en el bosque tiene estufa a leña y una parrilla en el jardín,0,travel,label0
"Me hackearon el home banking por descargar un software pirata, arruiné mi futuro y voy a acabar con mi vida",3,technology,label3
"Perdí a mi hijo y desde entonces solo quiero estar con él, ya no quiero vivir.",3,family,label3
El acoso laboral terminó por quitarme toda esperanza.,3,work,label3
"Estoy lejos de todos y nadie me busca, ya no quiero seguir viviendo.",3,travel,label3
"Siento que mi vida es un libro aburridísimo que nadie quiere leer, es hora de cerrarlo definitivamente",3,books,label3
"Me aislé por completo de todos en el curso, no tengo ganas de hablar ni de fingir que no estoy pasándola mal",2,school,label2
Llevamos casi una hora esperando la comida.,1,restaurants,label1
Cada día en la facultad me hace pensar que desaparecer sería lo mejor.,3,university,label3
Entre el trabajo y la escuela casi no tengo tiempo para jugar.,1,gaming,label1
Compré una libreta cosida con hojas gruesas de 200 gramos para que no traspase la tinta al escribir,0,hobbies,label0
el personaje principal de esta novela es my raro pero me gusta,0,books,label0
"Se me echaron a perder todas las verduras que compré hace dos semanas, no logro juntar la energía mental para lavar y cortar nada",2,cooking,label2
"No tengo fuerzas ni para agarrar las agujas de tejer, el agotamiento me ganó y voy a dejar de existir hoy mismo.",3,hobbies,label3
Llevo semanas sin poder dormir bien antes de los partidos.,2,sports,label2
el ensayo de la banda se extendio hasta tarde,0,music,label0
"Llevo semanas fingiendo que la estoy pasando increíble de viaje para no preocupar a mi mamá, pero por dentro me siento quebrado",2,travel,label2
"Tiré a la basura mis herramientas de cuero, mi pasión desapareció y mis ganas de vivir también.",3,hobbies,label3
Tengo una sensación constante de invasión en mi propia casa porque la oficina virtual me persigue hasta en la cama con el teléfono,2,technology,label2
Compré cosas que ni usé y ahora siento que no merezco seguir adelante.,3,shopping,label3
Dejé mis proyectos de manualidades a medias porque siento que ya no tiene sentido seguir.,3,hobbies,label3
"Me cuesta mucho conectar con la música como antes, llevo meses sintiéndome así.",2,music,label2
"La banda sonora es una obra de arte, sobre todo el tema del violín en los créditos",0,movies,label0
Ya casi no hago actividades al aire libre porque siempre hace un clima insoportable.,2,weather,label2
El estrés constante me está haciendo olvidar cosas importantes durante la jornada.,2,work,label2
probando una receta nueva de pan integral,0,cooking,label0
Me dio mucha rabia que suspendieran la gira por problemas de logística después de esperar meses para verlos,1,music,label1
Llevo tanto tiempo resolviendo problemas técnicos que termino sin energía para otras cosas.,2,technology,label2
Me frustra un huevo que la comida no me quede ni parecida a las fotos de las recetas que sigo en internet,1,cooking,label1
Estoy aprendiendo en la escuela nueva y todavía me adapto.,1,school,label1
"Qué final épico que tuvo esa partida de Rocket League, ganamos en tiempo extra con gol de rebote",0,gaming,label0
Me cuesta muchísimo enfocarme cuando intento depurar errores.,2,programming,label2
Espero que después de reiniciar todo vuelva a funcionar bien.,1,technology,label1
"Cada notificación de error en la consola me detona una crisis de angustia en el pecho, no tolero más esta presión psicológica",2,programming,label2
"Mamá, perdón por ser la decepción de la casa, te prometo que desde mañana ya no vas a sufrir por mí.",3,family,label3
"Miro las medallas colgadas en la pared de mi pieza y no siento orgullo de nada, solo un vacío enorme y un cansancio que me ahoga",2,sports,label2
"Terminé el turno de la guardia sin ningún paciente complicado, me voy directo a dormir",0,work,label0
por fin arregle ese bug que me tuvo toda la mañana,0,programming,label0
"Se me doblaron varias hojas de una edición importada porque la metí a la fuerza en la mochila cargada, qué dolor",1,books,label1
la ultima novela de ese autor no me convencio tanto,0,books,label0
"La presión de tener que cumplir con una dieta sana me detonó un estrés crónico, lloro cada vez que tengo que pesar las porciones de comida",2,cooking,label2
Llevo meses sintiendo culpa después de comprar incluso cosas necesarias.,2,shopping,label2
"Hace semanas que la tristeza por el estado de salud de mi mascota me quitó las ganas de arreglarme, de comer y de salir de la cama",2,pets,label2
Che quién rinde libre la mesa de marzo de contratos? Para comparar el programa,0,university,label0
"Perdí el gusto por la comida y por la vida, solo quiero desaparecer.",3,cooking,label3
El mapa me marcó una ruta cerrada.,1,travel,label1
No pude salvar a mi conejo y siento que ya no tiene sentido vivir así.,3,pets,label3
"Miro el monitor y las letras parecen bailar, no puedo procesar un solo log de errores de tanta fatiga mental acumulada",2,programming,label2
"Ya no aguanto el hostigamiento en la oficina, siento que despedirme de este mundo es mi única opción",3,work,label3
Desde hace meses llego a clases completamente agotado.,2,school,label2
"Me da terror abrir el correo a la mañana, siento que en cualquier momento colapso frente a mis compañeros de trabajo",2,work,label2
"la impresora no anda, capaz hay que cambiar el cartucho",0,technology,label0
Últimamente prefiero quedarme solo aunque sé que me estoy aislando de mis amigos.,2,friends,label2
"Cada rincón me recuerda a mi perrita, siento que ya no vale la pena seguir.",3,pets,label3
Me quedé hasta las dos de la mañana terminando el informe de laboratorio y siento los ojos secos,1,school,label1
Me preocupa un poco la competencia del fin de semana.,1,sports,label1
Se me volcó el comedero de las aves y el loro se asustó tanto que se arrancó un par de plumas de las alas,1,pets,label1
Desde hace meses cocinar para mi familia me deja sin energía para el resto del día.,2,cooking,label2
"Toco el acordeón para ganarme la vida y ya no aguanto, ojalá no despertara.",3,music,label3
Las tortillas se rompían y ya me estaba desesperando un poco.,1,cooking,label1
"Lloré todo el turno limpiando la sala de cine, soy un fracasado y lo mejor es que ya no esté acá.",3,movies,label3
"Ya no puedo soportar otra competencia, siento que desaparecer sería más fácil.",3,sports,label3
armando el readme del repo antes de compartirlo,0,programming,label0
mi abuela guarda todas las cartas viejas de la familia,0,family,label0
Me preocupa tanto gastar de más que hasta decidir entre dos productos me cuesta muchísimo.,2,shopping,label2
"Renuncié hoy porque el estrés de DevOps me estaba matando, pero ahora me doy cuenta de que la vida entera ya no tiene sentido para mí",3,programming,label3
jugando en discord mientras hablamos de cualquier cosa,0,gaming,label0
Cada conversación sobre los problemas familiares me deja más agotado.,2,family,label2
"Las deudas del restaurante de mariscos me taparon la cabeza, ya no hay milagro que nos salve, me voy con ellas.",3,restaurants,label3
"Siento que soy una farsa andante, todo el código que copio no sirve para tapar lo inútil que soy, adiós para siempre",3,programming,label3
armando un playlist retro con canciones de los 80,0,music,label0
"El chef me humilló frente a todo el personal de cocina, no tengo dignidad ni ganas de seguir respirando",3,cooking,label3
mi abuela vino a quedarse unos dias con nosotros,0,family,label0
"El granizo destrozó los invernaderos, estoy arruinado financieramente y no pienso seguir sufriendo esto.",3,weather,label3
Me cuesta tanto concentrarme que termino retrasándome más y eso solo empeora todo.,2,work,label2
"Me despidieron y sigo comprando como si nada porque no sé hacer otra cosa, mi mente está rota y la única paz que veo es la muerte",3,shopping,label3
"Leo el mismo párrafo veinte veces seguidas y a los dos segundos me olvido de todo, siento que perdí por completo la concentración",2,books,label2
"El clima extremo me superó, ya no quiero seguir viviendo.",3,weather,label3
"El final me dejó recalculando, no me esperaba ese giro de tuerca con el protagonista",0,movies,label0
Mi papá se enojó porque no quiero seguir con el negocio familiar y la charla se puso bastante pesada,1,family,label1
Llevo semanas llegando al trabajo sin energía y ya ni me concentro como antes.,2,work,label2
"Soy profesor de literatura y ya no soporto fingir que todo está bien, ojalá no despertara.",3,books,label3
Cada recibo de compra me deja con una preocupación que dura días.,2,shopping,label2
Los fines de semana en el restaurante me dejan sin fuerzas durante días.,2,restaurants,label2
ese libro de no ficcion tiene datos que no conocia,0,books,label0
comparando precios de supermercados antes de hacer las compras,0,shopping,label0
toda la familia se junto para ver las fotos viejas,0,family,label0
El almacenamiento en la nube dice que ya no tengo espacio.,1,technology,label1
probando una receta de tarta salada para la cena,0,cooking,label0
"Ayer entregué mi último proyecto sabiendo que está mal, ya no me importa nada, solo quiero dormir y no volver a despertar",3,university,label3
Me da mucha inseguridad mostrar mis ilustraciones digitales porque siento que el coloreado es re plano,1,hobbies,label1
Intento leer de noche para calmar la ansiedad pero la cabeza me va a mil por hora y termino cerrando el libro con más nervios,2,books,label2
Armar maquetas era mi pasión y ahora siento que todos estarían mejor sin mí.,3,hobbies,label3
Compré dos kilos de duraznos maduros en oferta para preparar mermelada casera en frascos,0,cooking,label0
comprando souvenirs para llevar a la familia,0,travel,label0
conocimos gente nueva en el bar de siempre,0,friends,label0
Pudieron ver la escena post créditos o se levantaron apenas prendieron las luces de la sala?,0,movies,label0
Me costó seguir la historia porque había demasiados personajes.,1,movies,label1
El cielo lleva todo el día gris y ya quiero que salga el sol.,1,weather,label1
toda la familia ayudo a pintar la casa de mis papas,0,family,label0
Últimamente me siento tan desconectado de todo que los personajes de las películas me parecen más reales que mi propia vida,2,movies,label2
Ando con dolor de cabeza de tanto buscar en foros una solución para este error genérico de windows,1,technology,label1
Avisale al técnico de la empresa de internet que la luz PON del módem sigue titilando en rojo,0,technology,label0
Siento que después de tantos semestres en la universidad ya no vale la pena seguir.,3,university,label3
"Estudié actuación y ahora trabajo de mesero, siento que fracasé, ojalá no despertara.",3,movies,label3
"Siento que mi familia estaría mejor si yo ya no estuviera, solo les causo problemas.",3,family,label3
Me compré un casco cerrado homologado para andar más seguro en la ruta con la moto,0,transportation,label0
Quiero terminar la maqueta antes del viernes.,1,school,label1
"Mi carrera como boxeador está terminada por el desprendimiento de retina, no sirvo para nada más y me quiero morir",3,sports,label3
"El entrenador me dijo que soy un inútil, mi vida era el básquet y sin eso no veo ninguna salida más que morir",3,sports,label3
"Siento que todos estarían mejor sin mí, incluso quienes aplaudían mis conciertos.",3,music,label3
me llego por fin el carnet de la biblioteca,0,books,label0
"Me reí por última vez comiendo con mis amigos, ahora me encierro a escribir mi despedida",3,cooking,label3
fuimos a un restaurante nuevo y la comida estaba buenisima,0,restaurants,label0
Estoy tardando el triple en terminar cualquier lectura.,2,books,label2
Alguien tiene el pdf del libro de microeconomía de Varian para pasar por acá?,0,university,label0
No dejo de pensar en si mi gato estará bien cuando salgo de casa.,2,pets,label2
"Hace semanas que juego con las luces apagadas sintiéndome invisible y miserable, sin poder encontrar una pizca de la emoción de antes",2,gaming,label2
"Me humillaron tanto en el trabajo que perdí la voluntad de vivir, les escribo esto para despedirme",3,work,label3
"Estoy atrapado en una carrera que odio por obligación familiar, ya no encuentro motivos para despertarme mañana",3,university,label3
el veterinario dijo que esta todo bien en el control,0,pets,label0
armamos un grupo en discord para jugar los sabados,0,gaming,label0
Me cuesta concentrarme en otras cosas por estar pensando en todo lo que necesito comprar.,2,shopping,label2
Esperé toda la semana para venir a comer acá y el plato insignia del chef no tenía nada de sabor,1,restaurants,label1
"El nivel de exigencia de esta maestría me rompió por dentro, ya no quiero llorar más, solo quiero dejar de existir",3,university,label3
"El grinding diario del juego móvil me tiene esclavizado hace meses, juego con sueño y desgano solo para no perder recompensas",2,gaming,label2
Se me cargaron los músculos después de correr tantos kilómetros.,1,sports,label1
Armaron sala en Discord para jugar unas carreras en Mario Kart o están todos durmiendo?,0,gaming,label0
El restaurante cerró antes de que llegáramos.,1,restaurants,label1
"Ojalá mañana no despierte, estoy cansado de ser el amigo que sobra y que a nadie le duele.",3,friends,label3
La carretera tenía muchas obras y avanzamos muy lento.,1,travel,label1
Se agotó justo el artículo que quería comprar.,1,shopping,label1
Avisale al recepcionista del hostel que llegamos después de medianoche por la demora del colectivo,0,travel,label0
Olvidé empacar varias cosas importantes.,1,travel,label1
"Dejé la puerta abierta por accidente, mi gato se escapó y lo mataron, el remordimiento me come y hoy voy a hacer que pare para siempre",3,pets,label3
"Ver a mi abuela cocinar era hermoso, traté de hacer su estofado para recordarla y me dio un ataque de pánico que me duró todo el día",2,cooking,label2
"Me esfuerzo muchísimo, pero mis calificaciones siguen bajando.",2,university,label2
"Me dio un ataque de pánico en pleno examen de grado, soy débil y la verdad es que ya no quiero luchar más",3,university,label3
mi papa nos enseño a jugar al ajedrez este finde,0,family,label0
llamando a mi abuelo para preguntarle como esta,0,family,label0
Me fastidia un montón que tarden cuarenta minutos en traerte una simple entrada de rabas,1,restaurants,label1
Me pesa sentir que ya no soy el mismo con mis amistades.,2,friends,label2
"Se me cayó la cámara de fotos al piso mientras sacaba una panorámica y se le rayó el lente, qué amargura",1,travel,label1
"Cada torneo me rompe un poco más, ya no quiero vivir así.",3,gaming,label3
Espero que la próxima temporada esté mejor que esta.,1,movies,label1
"El profe de dirección me dijo que no tengo talento, destruyó mi única esperanza y hoy acabo con mi vida.",3,movies,label3
El clima cambió varias veces en un solo día.,1,weather,label1
El reproductor se congeló varias veces durante la película.,1,movies,label1
"Siento que mi vida no tiene arreglo después de tanto gastar, ya no quiero estar.",3,shopping,label3
"Adoptamos un perrito hace dos días y se la pasa llorando abajo de la cama, me da mucha lástima no saber cómo calmarlo",1,pets,label1
"El wifi se cae cada cinco minutos y me desconecta de las reuniones de trabajo, me saca de quicio",1,technology,label1
"Me pasé toda la tarde lidiando con un bug que no puedo reproducir en local, qué frustración",1,work,label1
Me costó mucho decidir entre dos productos.,1,shopping,label1
"Me tiemblan las manos antes de cada pesaje, la obsesión con la balanza y el desgaste de dar la categoría me tienen al límite psicológico",2,sports,label2
El supervisor me habló medio cortante hoy y me dejó maquinando toda la tarde al pedo,1,work,label1
"Siento una presión en el pecho permanente desde que arrancó el año escolar, no tengo un solo día de paz",2,school,label2
"Todo el mundo dice que es solo un juego, pero yo ya no quiero vivir.",3,gaming,label3
Entre el calor y la humedad terminé agotado.,1,weather,label1
Avisen a qué hora prenden el fuego para el asado así voy yendo con la ensalada,0,family,label0
"No importa la ruta que tome, siempre termino estresado y eso ya afecta cómo rindo en el trabajo.",2,transportation,label2
Últimamente cualquier lectura me deja mentalmente agotado.,2,books,label2
"La ola de calor no afloja y mi paciencia tampoco da más, ando con una irritabilidad crónica que ya me trajo problemas graves en el laburo",2,weather,label2
Espero que el próximo ensayo salga mucho mejor.,1,music,label1
"Llevo dos meses viviendo con un miedo constante a los choques en cadena, freno de golpe a cada rato y la paranoia me tiene destruido",2,transportation,label2
aprendiendo a hacer pan artesanal como hobby,0,hobbies,label0
Quién tiene un adaptador universal para los enchufes de Europa que me preste para la semana que viene?,0,travel,label0
armando una playlist para el viaje del finde,0,music,label0
Cada despedida en el aeropuerto me deja emocionalmente drenado.,2,travel,label2
La tablet que uso para dar clases se quedó congelada en una pantalla negra y no responde a ningún botón,1,technology,label1
Siento una culpa atroz cada vez que intento descansar media hora mientras mi perro sigue respirando con tanta dificultad,2,pets,label2
"Escribir era mi única terapia y ahora me da asco ver mi propia letra, mi única paz será dejar de existir",3,books,label3
"Claude me ayudó a resumir un PDF de cincuenta páginas en cinco minutos, una locura total",0,technology,label0
El cargador hace falso contacto y eso me preocupa un poco.,1,technology,label1
me voy al gym despues del laburo hoy,0,sports,label0
"Me da pánico que descubran mi incompetencia en la agencia y me echen, esa paranoia me superó y hoy decido acabar con todo",3,technology,label3
Che alguien tiene una cámara de repuesto rodado 29 para prestarme para la salida de cicloturismo?,0,sports,label0
Estoy aprendiendo acuarela y todavía me cuesta controlar los colores.,1,hobbies,label1
"Siento que la lectura me abandonó, era mi único refugio y ahora intentarlo solo me recuerda lo roto que estoy por dentro",2,books,label2
"Vi una película triste y no pude parar de llorar, ya no quiero seguir así.",3,movies,label3
"No logro recuperar energía entre un viaje y otro, ya llevo semanas así.",2,travel,label2
"Armaba dioramas para crear mundos donde sí quería estar, ya que en el real soy un estorbo y hoy decido irme para siempre.",3,hobbies,label3
Me siento agotado de estar organizando medicamentos y citas veterinarias todo el tiempo.,2,pets,label2
"Escribí una carta de despedida pero la rompí, aún así ya no quiero vivir.",3,books,label3
"Soy panadero y el pan ya no me alimenta, solo quiero desaparecer.",3,cooking,label3
Pensé que tenía huevos y ya no quedaba ninguno.,1,cooking,label1
"Me culparon de un error gravísimo en la empresa, me van a despedir y la verdad prefiero matarme antes que afrontarlo",3,work,label3
La fila para pagar estaba larguísima.,1,shopping,label1
Gasté todo lo que tenía en cosas que no necesitaba y ahora siento que no merezco seguir aquí.,3,shopping,label3
Puse a cargar el smartwatch anoche pero parece que quedó mal apoyado en la base magnética,0,technology,label0
Me siento culpable porque siempre cancelo las reuniones con mis amigos.,2,friends,label2
"Tengo el estómago cerrado por la ansiedad antes de cada partido de básquet, juego mareado y con una sensación constante de asfixia",2,sports,label2
Avisale al equipo contrario que cambiamos las camisetas por las suplentes para que no coincidan colores,0,sports,label0
Los cuidados diarios de mi conejo me tienen mentalmente exhausto.,2,pets,label2
Dormí muy mal por el calor de anoche.,1,weather,label1
"Ya no puedo con los proyectos, ojalá mañana no despertara.",3,university,label3
Quería armar el terrario hoy pero se me rompieron dos plantitas carnívoras al pasarlas de maceta,1,hobbies,label1
por fin termine ese informe que me tenia complicado,0,work,label0
Se quedó congelada la pantalla y tuve que reiniciar el equipo.,1,technology,label1
Extrañar a mi familia todos los días me está afectando más de lo que pensé.,2,travel,label2
"El desgaste mental me arruinó el scrapbooking, quiero armar páginas lindas pero mi mente solo proyecta recuerdos dolorosos",2,hobbies,label2
"La app del clima dice que despeja después de las tres de la tarde, ojalá le pegue",0,weather,label0
"La música ya no me distrae, solo me da ganas de no estar más.",3,music,label3
"El rafting por los rápidos del río fue una experiencia re divertida, nos empapamos enteros",0,travel,label0
me perdi un poco pero el gps me reencaminó rapido,0,transportation,label0
Me tiene re preocupado que el presupuesto diario no me esté alcanzando por los precios carísimos del transporte,1,travel,label1
cambie de sensibilidad en el mouse y mejoro mi puntaria,0,gaming,label0
"fui a ver una banda tributo el finde, estuvo divertido",0,music,label0
"Gasté lo que me prestaron para el negocio en compras por impulso, lo arruiné todo y la verdad es que ya no quiero despertar",3,shopping,label3
"el almuerzo de equipo de hoy estuvo bueno, buena junta",0,work,label0
Qué impotencia cuando amasás durante media hora con los brazos cansados y la masa sigue re pegajosa,1,cooking,label1
Entre comparar precios ya se me fue toda la mañana.,1,shopping,label1
"Me despidieron del restaurante y siento que soy una carga, mejor desaparezco.",3,restaurants,label3
El tráfico estaba detenido por unas obras en la avenida.,1,transportation,label1
"Hace un mes que vivo con el estómago cerrado por la presión de las entregas, ya bajé tres kilos y sigo sin avanzar",2,programming,label2
